"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185"
41.2245128212357,0,0,1,4,18,17,-1,1,0.75,1,28,2,20,20,15,15,5,25,1,9,-1,8,8,7,5,7,6,2,13,141,10,1,1,0,2,1,3,205,17,1,211,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,6,10,20,20,20,20,10,-1,-1,-1,-1,-1,-1,30,10,10,30,10,10,9,10,9,9,9,-1,-1,-1,-1,-1,6,9,9,8,8,5,7,8,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,20,20,15,20,10,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,9,9,8,-1,-1,-1,-1,-1,1,4,1,-1,-1,15,20,15,20,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,8,9,8,-1,-1,-1,-1,-1
40.5138752735761,0,0,0,1,10,6,-1,10,0.35,1,30,2,35,15,25,10,5,10,1,7,6,3,5,6,5,6,4,2,7,152,2,1,1,0,2,1,2,234,103,1,188,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,20,20,20,20,10,10,-1,-1,-1,-1,-1,-1,30,10,15,30,5,10,7,8,9,7,8,-1,-1,-1,-1,-1,7,10,10,7,10,5,5,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,2,-1,-1,-1,-1,-1,-1,24.14,13.79,20.69,27.59,10.34,3.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,7,8,6,-1,-1,-1,-1,-1,0,0,0,-1,-1,20,20,20,20,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,6,8,5,-1,-1,-1,-1,-1
38.4954763843355,0,0,0,16,8,4,4,4,0.4,1,26,2,30,25,20,10,10,5,1,8,9,9,7,9,7,7,8,2,12,239,12,9,29,25000,2,0,2,66,50,1,315,11,6,2,5,8,5,6,5,2,9,9,8,9,9,6,6,4,7,5,-1,5,30,20,10,5,30,50,5,10,20,5,10,50,10,5,10,5,20,9,8,5,9,3,8,8,9,3,8,4,7,6,6,5,8,6,8,2,3,20,20,20,10,5,25,8,8,8,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33.0018890670371,0,1,0,3,10,2,-1,5,0.41,0,24,4,5,15,45,25,0,10,1,7,7,8,5,5,5,6,3,2,11,189,7,1,1,0,1,1,2,226,198,3,225,6,3,2,2,7,8,8,3,3,7,10,7,5,9,7,7,7,1,5,2,21,17,22,20,8,13,-1,-1,-1,-1,-1,-1,18,15,17,14,20,16,6,8,7,8,8,-1,-1,-1,-1,-1,4,7,7,6,5,3,6,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,-1,-1,25,10,20,20,5,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,8,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37.0436031760568,0,1,1,11,21,10,10,20,0.43,1,28,2,25,20,20,25,0,10,1,6,8,8,7,5,-1,8,5,2,11,242,4,54,59,25552,2,3,6,262,195,3,258,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,-1,20,20,15,25,10,10,40,5,10,20,5,20,30,20,5,25,10,10,5,8,7,8,7,5,8,7,6,6,7,6,7,6,5,5,6,3,0,1,35,15,20,20,5,5,4,7,5,4,7,4,1,2,-1,-1,-1,-1,-1,-1,30,20,15,30,5,0,40,15,15,30,0,0,33.33,11.11,5.56,33.33,16.67,0,5,7,7,5,7,5,7,7,4,7,0,4,1,2,-1,30,20,20,20,5,5,30,20,20,30,0,0,40,10,20,20,5,5,30,10,20,10,20,10,6,8,7,7,7,6,7,6,6,7
-2.87709829371914,1,0,1,11,21,14,14,15,-0.2,1,28,1,20,18,20,17,10,15,1,6,10,10,8,7,6,7,7,2,10,223,4,240,64,26100,1,9,11,40,11,2,353,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,-1,20,20,20,10,20,10,10,30,30,5,20,5,50,30,5,5,5,5,8,8,8,8,5,8,7,10,9,8,10,8,9,10,10,7,9,4,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,2,-1,-1,-1,-1,-1,-1,20,20,20,20,10,10,10,30,10,10,30,10,36.36,18.18,9.09,18.18,4.55,13.64,8,8,8,10,6,8,8,9,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-53.5147319399441,1,0,1,9,20,14,14,19,-0.22,0,27,2,7.5,17.5,20,22.5,12.5,20,1,8,8,8,8,8,7,7,6,2,7,131,14,1,1,0,4,8,6,59,1,3,171,7,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,6,-1,153.8,192.3,173.1,192.3,96.2,192.3,90,90,90,90,90,90,256.4,179.5,128.2,153.8,153.8,128.2,70,90,70,90,70,-10,-10,-10,-10,-10,3,4,5,6,6,7,5,4,2,0,166.7,187.5,166.7,166.7,145.8,166.7,60,70,70,60,70,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,-1,150,150,200,200,150,150,-10,-10,-10,-10,-10,-10,70,60,70,60,60,60,90,90,80,70,70,-10,120,90,90,90,80,-10,-10,-10,-10,-10
5.85967015003301,1,1,1,2,19,10,-1,11,-0.12,0,27,2,10,20,20,15,20,15,0,6,8,-1,8,-1,-1,7,7,2,11,152,2,1,1,0,1,4,5,96,4,2,183,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,-1,-1,-1,-1,-1,-1,60,10,5,5,10,10,8,9,9,10,8,-1,-1,-1,-1,-1,7,-1,-1,9,-1,-1,8.5,7,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,75,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32.1317754757565,0,1,1,2,19,10,-1,18,0.49,1,27,2,10,20,20,15,20,15,0,6,8,-1,8,8,8,7,6,2,12,176,9,1,1,0,2,1,2,156,58,1,72,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,7,5,40,20,20,20,0,0,-1,-1,-1,-1,-1,-1,20,30,10,20,10,10,8,9,8,8,8,-1,-1,-1,-1,-1,8,7,8,7,7,8,7,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,2,-1,-1,-1,-1,-1,-1,40,25,20,15,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,8,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32.3861285624682,0,1,0,1,10,1,-1,5,0.21,0,26,6,20,10,20,30,10,10,1,6,8,9,6,6,6,7,5,2,14,220,14,1,1,0,2,1,2,85,108,2,20,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,2,35,15,25,10,5,10,-1,-1,-1,-1,-1,-1,25,20,20,20,10,5,7,7,6,8,4,-1,-1,-1,-1,-1,8,6,7,8,6,5,8,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,2,-1,-1,-1,-1,-1,-1,30,16.67,20,20,6.67,6.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,8,5,7,-1,-1,-1,-1,-1,1,1,0,-1,-1,40,20,25,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,8,6,6,-1,-1,-1,-1,-1
